ID	TRAD	SIMP	IPA	JYUTPING	ECPL	NOTE
547	住	住	tʃy22	zyu6		
548	佐	佐	tʃo33	zo2		
549	佑	佑	jɐu22	jau6		
550	体	体	tʰɐi33	tai2		
551	佔	占	tʃim55	zim3		
552	何	何	ho21	ho4		
553	佖	佖	pit3	bit2		
554	佗	佗	to21	do4		
555	佘	佘	ʃe21	se4		
556	余	余	jy21	jyu4	姓；我	
557	佚	佚	jɐt2	jat6		
558	佛	佛	fɐt2	fat6	佛教	
559	佛	佛	fɐt3	fat2	仿佛	
560	作	作	tʃak3	zaak2		
561	佝	佝	kɐu53	gau1	佝僂	(文)
562	佝	佝	kʰɐu55	kau3	佝瞀	
563	佝	佝	kʰy53	kyu1	同拘字	
564	佝	佝	ŋɐu53	ngau1	佝僂	(白)
565	佞	佞	neŋ22	ning6		
566	佟	佟	tœŋ21	doeng4		
567	你	你	ni24	ni5		
568	佢	佢	ky21	gyu4	他，本字渠	
569	佣	佣	jœŋ22	joeng6		
570	佤	佤	wa24	waa5		
571	佩	佩	pʰui55	pui3		
572	佬	佬	lau24	laau5	本字獠	
573	佮	佮	tʰɐp3	tap2	套，本字錔	(語)
574	佮	佮	kɐp5	gap3	閉（口）	(語)
575	佮	佮	kap3	gaap2	合夥，又作敆/㪉/合字	
576	佯	佯	jiɐŋ21	jiang4		
577	佰	佰	piɐk3	biak2		
578	佳	佳	kai53	gaai1		
579	佴	佴	nai22	naai6	姓	
580	佴	佴	ȵi22	nji6	次、隨後	
581	併	并	peŋ55	bing3	合併	
582	佶	佶	kɐt3	gat2		
583	佸	佸	wɐt2	wat6		
584	佹	佹	kʷɐi33	gwai2		
585	佺	佺	tʃyn21	zyun4		
586	佻	佻	tʰiu21	tiu4		(又)
587	佻	佻	tʰiu53	tiu1		
588	佼	佼	kau33	gaau2		
589	佽	佽	tʃʰi55	ci3		
590	佾	佾	jɐt2	jat6		
591	使	使	ʃi33	si2	致使	(書)
592	使	使	ʃɐi33	sai2	使用	(習)
593	使	使	ʃi55	si3	使者	
594	侁	侁	ɬɐn53	slan1		
595	侂	侂	tʰak3	taak2		
596	侃	侃	han33	haan2		
597	侄	侄	tʃɐt2	zat6		
598	來	来	lai21	laai4		
599	侈	侈	tʃʰi33	ci2		
600	侉	侉	kʷʰa53	kwaa1		
601	例	例	lɐi22	lai6		
602	侍	侍	ʃi22	si6		
603	侏	侏	tʃy53	zyu1		
604	侑	侑	jɐu22	jau6		
605	侔	侔	mɐu21	mau4		
606	侖	仑	lɐn21	lan4		
607	侗	侗	tœŋ22	doeng6	侗族	
608	侗	侗	tœŋ21	doeng4	倥侗	
609	侘	侘	tʃʰa55	caa3		
610	侚	侚	ɬɐn21	slan4		
611	供	供	kœŋ53	goeng1	供應	
612	供	供	kœŋ55	goeng3	供奉	
613	依	依	ji53	ji1		
614	侮	侮	fu24	fu5		(老派)
615	侮	侮	mu24	mu5		
616	侯	侯	hɐu21	hau4		
617	侴	侴	tʃʰɐu33	cau2		
618	侵	侵	tʃʰɐm53	cam1		
619	侶	侣	ly24	lyu5		
620	侷	局	kœk2	goek6		
621	侹	侹	tʰeŋ33	ting2		
622	便	便	pin22	bin6	方便	
623	便	便	pin21	bin4	便宜	
624	俁	俣	jy24	jyu5		
625	係	系	hi55	hi3		(又)
626	係	系	hɐi22	hai6		
627	促	促	tʃʰœk3	coek2		
628	俄	俄	ŋo21	ngo4		
629	俅	俅	kɐu21	gau4		
630	俇	俇	kʷaŋ22	gwaang6	俇俇	
631	俇	俇	kʷʰaŋ53	kwaang1	俇攘	
632	俊	俊	tʃɐn55	zan3		
633	俍	俍	liɐŋ21	liang4		
634	俎	俎	tʃo33	zo2		
635	俏	俏	tʃʰiu55	ciu3		
636	俐	俐	li22	li6		
637	俑	俑	jœŋ24	joeng5		
638	俔	伣	jin24	jin5		(又)
639	俔	伣	jyn24	jyun5		
640	俗	俗	ɬœk2	sloek6		
641	俘	俘	fu53	fu1		
642	俙	俙	hi53	hi1		
643	俚	俚	li24	li5		
644	俜	俜	pʰeŋ53	ping1		
645	保	保	pau33	baau2		
646	俞	俞	jy21	jyu4		
647	俟	俟	ʃɐi22	sai6	俟機	
648	俟	俟	ki21	gi4	万俟，複姓	
649	俠	侠	hap2	haap6		
650	信	信	ɬɐn55	slan3		
651	俤	俤	tɐi22	dai6		
652	俥	伡	tʃʰe53	ce1		
653	俬	私	ɬi53	sli1		
654	修	修	ɬɐu53	slau1		
655	俯	俯	fu33	fu2		
656	俱	俱	kʰy53	kyu1		(又)
657	俱	俱	ky22	gyu6		
658	俳	俳	pai21	baai4		
659	俵	俵	piu33	biu2		
660	俶	俶	tʰek3	tik2	同倜字	
661	俶	俶	tʃʰœk3	coek2	開始；整理	
662	俸	俸	fœŋ22	foeng6		
663	俺	俺	∅an24	aan5		(又)
664	俺	俺	jim55	jim3		
665	俾	俾	pʰi33	pi2		
666	倀	伥	tʃʰiɐŋ53	ciang1	爲虎作倀	
667	倀	伥	tʃɐŋ21	zang4	獨立貌	
668	倆	俩	liɐŋ24	liang5		
669	倈	俫	lai21	laai4	同來字	
670	倈	俫	lai22	laai6	同勑/徠字	
671	倉	仓	tʃʰaŋ53	caang1		
672	個	个	ko55	go3		
673	倌	倌	kun53	gun1		
674	倍	倍	pui24	bui5		
675	倏	倏	ʃœk3	soek2		
676	們	们	mun21	mun4		
677	倒	倒	tau33	daau2	倒塌	
678	倒	倒	tau55	daau3	倒掛，倒水	
679	倓	倓	tam21	daam4	倓然	
680	倓	倓	tam22	daam6	同賧字；倓定，又作淡定/澹定	
681	倔	倔	wɐt3	wat2		
682	倕	倕	ʃui21	sui4		
683	倖	幸	hiɐŋ22	hiang6		
684	倘	倘	tʰaŋ33	taang2		
685	候	候	hɐu53	hau1	守候、留意，俗字睺	(語)
686	候	候	hɐu22	hau6		
687	倚	倚	ji33	ji2		
688	倜	倜	tʰek3	tik2		
689	倞	倞	liɐŋ22	liang6	求；索取	
690	倞	倞	keŋ22	ging6	強勁	
691	借	借	tʃi55	zi3		(又)
692	借	借	tʃe55	ze3		
693	倡	倡	tʃʰiɐŋ55	ciang3	提倡，倡議	
694	倡	倡	tʃʰiɐŋ53	ciang1	倡優	
695	倣	仿	foŋ33	fung2		
696	倥	倥	hœŋ53	hoeng1	倥侗	
697	倥	倥	hœŋ33	hoeng2	倥傯	
698	倦	倦	kyn22	gyun6		
699	倧	倧	tʃœŋ53	zoeng1		
700	倨	倨	ky55	gyu3		
701	倩	倩	ʃyn22	syun6		(又)
702	倩	倩	tʃʰin55	cin3		(又)
703	倩	倩	ʃin22	sin6		
704	倪	倪	nɐi21	nai4		(又)
705	倪	倪	ŋɐi21	ngai4		
706	倫	伦	lɐn21	lan4		
707	倬	倬	tʃok3	zuk2		(又)
708	倬	倬	tʃœk3	zoek2		
709	倭	倭	∅o53	o1		
710	倮	倮	lo24	lo5		
711	倯	倯	ɬœŋ53	sloeng1		
712	倳	倳	tʃi55	zi3		
713	倴	倴	pɐn22	ban6		
714	倷	倷	nai22	naai6		
715	倻	倻	je21	je4		
716	值	值	tʃek2	zik6		
717	偁	偁	tʃʰeŋ53	cing1	同稱字	
718	偁	偁	tʃʰeŋ55	cing3	同稱字	
719	偃	偃	∅ɛn33	en2	踮	(白)
720	偃	偃	jin33	jin2		
721	偅	偅	tʃœŋ55	zoeng3		
722	假	假	kʰa55	kaa3	放假	
723	假	假	ka33	gaa2	真假	
724	偈	偈	kit2	git6		(又)
725	偈	偈	kɐi22	gai6	佛偈；<語>傾～，聊天，本字傾蓋	
726	偈	偈	kyt2	gyut6	武貌，疾馳	
727	偉	伟	wɐi33	wai2		
728	偌	偌	ȵa22	njaa6		(白)
729	偌	偌	ȵe22	nje6		
730	偎	偎	wui53	wui1		
731	偏	偏	pʰin53	pin1		
732	偓	偓	∅œk3	oek2		
733	偕	偕	hai21	haai4		(又)
734	偕	偕	kai53	gaai1		
735	做	做	tʃu55	zu3		
736	偛	偛	tʃap3	zaap2		
737	停	停	teŋ21	ding4		
738	偡	偡	tʃam55	zaam3		
739	健	健	kin22	gin6		
740	偪	偪	pek3	bik2		
741	偫	偫	tʃi22	zi6		
742	偭	偭	min24	min5		
743	偰	偰	ɬit3	slit2		
744	偲	偲	ɬi53	sli1	偲偲	
745	偲	偲	tʃʰai53	caai1	多才	
746	側	侧	tʃʰɐk3	cak2		
747	偵	侦	tʃeŋ53	zing1		
748	偶	偶	ŋɐu24	ngau5		
749	偷	偷	tʰɐu53	tau1		
750	偺	偺	tʃa53	zaa1		
751	偽	伪	wɐi22	wai6		
752	傀	傀	kʷɐi33	gwai2	傀儡	(又)
753	傀	傀	kʰui33	kui2	傀儡	
754	傀	傀	kui53	gui1	傀奇	
755	傂	傂	tʃi22	zi6		
756	傃	傃	ɬu55	slu3		
757	傅	傅	fu22	fu6		
758	傈	傈	lɐt24	lat5		
759	傉	傉	nœk24	noek5		
760	傍	傍	paŋ22	baang6	依傍	
761	傍	傍	paŋ21	baang4	傍晚	
762	傑	杰	kit2	git6		(又)
763	傑	杰	kyt2	gyut6		
764	傒	傒	hɐi21	hai4		(文)
765	傒	傒	kʰɐi53	kai1	同徯/蹊字	(白)
766	傒	傒	hɐi22	hai6	同繫字	
767	傕	傕	kak3	gaak2		
768	傖	伧	tʃʰaŋ53	caang1		
769	傘	伞	ɬan55	slaan3		
770	備	备	pi22	bi6		
771	傝	傝	tʰap3	taap2	傝𠎷	
772	傝	傝	tʰam55	taam3	傝儑	
773	傢	家	ka53	gaa1		
774	傣	傣	tʰai55	taai3		(又)
775	傣	傣	tai33	daai2		
776	催	催	tʃʰui53	cui1		
777	傭	佣	jœŋ21	joeng4	傭工	
778	傯	偬	tʃœŋ33	zoeng2		
779	傲	傲	ŋau22	ngaau6		
780	傳	传	tʃyn22	zyun6	傳記	
781	傳	传	tʃyn21	zyun4	傳達	
782	傴	伛	jy33	jyu2		
783	債	债	tʃai55	zaai3		
784	傷	伤	ʃiɐŋ53	siang1		
785	傺	傺	tʃʰɐi55	cai3		
786	傻	傻	ɬo21	slo4		
787	傾	倾	kʰeŋ53	king1		
788	僂	偻	lɐu21	lau4	佝僂	
789	僂	偻	ly24	lyu5	彎曲；迅速	
790	僅	仅	kɐn33	gan2		
791	僆	僆	lin24	lin5		
792	僇	僇	lœk24	loek5		
793	僉	佥	tʃʰim53	cim1		
794	僊	僊	ɬin53	slin1	同仙字	
795	働	働	tœŋ22	doeng6		
796	僎	僎	tʃyn33	zyun2		(又)
797	僎	僎	tʃyn22	zyun6	同撰字	
798	像	像	tʃiɐŋ22	ziang6		
799	僑	侨	kiu21	giu4		
800	僔	僔	tʃun33	zun2		
801	僕	仆	pʰœk3	poek2	僕人	(又)
802	僕	仆	pœk3	boek2	～落歸，掉下來	(白)
803	僕	仆	pʰok3	puk2	僕人	
804	僖	僖	hi53	hi1		
805	僚	僚	liu21	liu4		
806	僝	僝	ʃan21	saan4	憂愁	
807	僝	僝	tʃyn22	zyun6	具備	
808	僞	伪	wɐi22	wai6		
809	僤	𫢸	tan22	daan6		
810	僥	侥	kiu33	giu2		(又)
811	僥	侥	hiu24	hiu5	僥倖	
812	僦	僦	tʃɐu22	zau6		
813	僧	僧	tʃɐŋ53	zang1		
814	僨	偾	fɐn24	fan5		
815	僬	僬	tʃiu53	ziu1	僬僥	
816	僬	僬	tʃiu55	ziu3	僬僬	
817	僭	僭	tʃʰim55	cim3		
818	僮	僮	tœŋ21	doeng4	書僮	
819	僮	僮	tʃaŋ22	zaang6	僮族	
820	僰	僰	pɐk2	bak6		
821	僱	雇	ku55	gu3		
822	僳	僳	ɬœk3	sloek2		
823	僵	僵	kʰiɐŋ53	kiang1		
824	僸	僸	kɐm55	gam3		
825	價	价	ka55	gaa3		
826	僻	僻	pʰek3	pik2		
827	僿	僿	ʃi55	si3		
828	儀	仪	ȵi21	nji4		
829	儁	俊	tʃɐn55	zan3		
830	儂	侬	nœŋ21	noeng4		
831	億	亿	∅ek3	ik2		
832	儆	儆	keŋ33	ging2		
833	儇	儇	hyn53	hyun1		
834	儈	侩	kʷʰɐi55	kwai3		
835	儉	俭	kim22	gim6		
836	儋	儋	tam53	daam1		
837	儐	傧	pɐn55	ban3		
838	儒	儒	jy21	jyu4		
839	儓	儓	tai21	daai4		
840	儔	俦	tʃɐu21	zau4		
841	儕	侪	tʃɐi21	zai4	儕家、大儕，大家	(語)
842	儕	侪	tʃai21	zaai4	同儕	
843	儗	儗	ni24	ni5	僭越	
844	儗	儗	ni22	ni6	佁儗	
845	儘	尽	tʃɐn33	zan2		(又)
846	儘	尽	tʃɐn22	zan6	儘管	
847	償	偿	ʃiɐŋ21	siang4		
848	儡	儡	lui24	lui5		
849	儤	儤	pau55	baau3		
850	儦	儦	piu53	biu1		
851	儩	儩	tʃʰi55	ci3		
852	優	优	jɐu53	jau1		
853	儰	儰	wɐi33	wai2		
854	儱	儱	lœŋ24	loeng5		
855	儲	储	tʃy21	zyu4		
856	儳	儳	tʃʰam55	caam3	儳言	
857	儳	儳	tʃam21	zaam4	不齊	
858	儴	儴	ŋiɐŋ21	ngiang4	因循，沿襲	
859	儴	儴	ɬiɐŋ53	sliang1	儴佯	
860	儵	儵	ʃœk3	soek2		
861	儷	俪	lɐi22	lai6		
862	儹	儹	tʃɐn33	zan2		(又)
863	儹	儹	tʃan33	zaan2		(又)
864	儹	儹	tʃon33	zon2	同攢字	
865	儺	傩	no21	no4		
866	儻	傥	tʰaŋ33	taang2		
867	儼	俨	ȵim21	njim4		(又)
868	儼	俨	ȵim24	njim5		
869	儽	儽	lui24	lui5		
870	儾	儾	naŋ55	naang3	吊～～，吊貌	(語)
871	儾	儾	naŋ22	naang6		
872	儿	儿	ȵi21	nji4	同兒字	
873	儿	儿	ȵɐn21	njan4	同人字	
874	兀	兀	ŋɐt2	ngat6		
875	允	允	jɐn24	jan5		(又)
876	允	允	wɐn24	wan5		
877	元	元	jyn21	jyun4		
878	兄	兄	heŋ53	hing1		(老派)
879	兄	兄	weŋ53	wing1		
880	充	充	tʃʰœŋ53	coeng1		
881	兆	兆	tʃiu22	ziu6		
882	兇	凶	hœŋ53	hoeng1		
883	先	先	ɬin53	slin1		
884	光	光	koŋ53	gung1		
885	克	克	kʰɐk3	kak2		
886	兌	兑	tui55	dui3		
887	免	免	min24	min5		
888	兑	兑	tui55	dui3		
889	兒	儿	ȵi55	nji3	乞兒	(白)
890	兒	儿	ȵi21	nji4		
891	兔	兔	tʰu55	tu3		
892	兕	兕	tʃi22	zi6		
893	兗	兖	jin24	jin5		
894	党	党	taŋ33	daang2		
895	兜	兜	tɐu53	dau1		
896	兢	兢	keŋ53	ging1		
897	入	入	jɐp24	jap5		
898	內	内	nui22	nui6		
899	全	全	tʃyn21	zyun4		
900	兩	两	liɐŋ24	liang5		
901	八	八	pat3	baat2		
902	公	公	kœŋ53	goeng1		
903	六	六	lœk24	loek5		
904	兮	兮	hi53	hi1		(又)
905	兮	兮	hɐi21	hai4		
906	共	共	kœŋ22	goeng6		
907	兵	兵	peŋ53	bing1		
908	其	其	ki21	gi4		
909	具	具	ky22	gyu6		
910	典	典	tin33	din2		(書)
911	典	典	tim33	dim2		(習)
912	兼	兼	kim53	gim1		
913	冀	冀	ki55	gi3		
914	冇	冇	me24	me5	不、別，本字靡	
915	冉	冉	ȵim24	njim5		
916	冊	册	tʃʰiɐk3	ciak2		
917	再	再	tʃai55	zaai3		
918	冏	冏	kʷeŋ24	gwing5		
919	冑	胄	tʃɐu22	zau6		
920	冒	冒	mau22	maau6		
921	冔	冔	hy33	hyu2		
922	冕	冕	min24	min5		
923	冗	冗	jœŋ24	joeng5		
924	冘	冘	jɐm21	jam4	冘冘	
925	冘	冘	jɐu21	jau4	冘豫，同猶豫	
926	冚	冚	kʰɐm33	kam2	蓋上，本字𠖫，與扱/㝓/䆟對轉	
927	冚	冚	hɐm22	ham6	～𠾴（唪、巴）唥（咸不論），全部；嚴密	
928	冞	冞	mi21	mi4		
929	冠	冠	kun55	gun3	冠軍	
930	冠	冠	kun53	gun1	衣冠	
931	冢	冢	tʃœŋ33	zoeng2		
932	冤	冤	jyn53	jyun1		
933	冥	冥	meŋ21	ming4		
934	冧	冧	lɐm55	lam3	塌陷	
935	冧	冧	lɐm53	lam1	～鷄捉狗：比喻語無倫次	
936	冪	幂	mek24	mik5		
937	冬	冬	tœŋ53	doeng1		
938	冮	冮	kaŋ53	gaang1		
939	冰	冰	peŋ53	bing1		
940	冱	冱	hu22	hu6		
941	冶	冶	je24	je5		
942	冷	冷	liɐŋ24	liang5		
943	冼	冼	ɬin33	slin2		
944	冽	冽	lyt24	lyut5		(又)
945	冽	冽	lit2	lit6		
946	凄	凄	tʃʰɐi53	cai1		
947	准	准	tʃɐn33	zan2		
948	凇	凇	ɬœŋ53	sloeng1		
949	凈	净	tʃeŋ22	zing6		
950	凋	凋	tiu53	diu1		
951	凌	凌	leŋ21	ling4		
952	凍	冻	tœŋ55	doeng3		
953	凐	凐	jɐn53	jan1	涼	(語)
954	凐	凐	∅ɐn53	an1	寒貌	
955	凓	凓	lɐt24	lat5		
956	凘	凘	ɬi53	sli1		
957	凜	凛	lɐm24	lam5		
958	凝	凝	keŋ21	ging4	（豬油等）凝結	(語)
959	凝	凝	neŋ21	ning4		
960	几	几	ki53	gi1	茶几	
961	凡	凡	fan21	faan4		
962	凧	凧	ki21	gi4		(又)
963	凧	凧	kɐn53	gan1		
964	凩	凩	to33	do2		(又)
965	凩	凩	mœk24	moek5		
966	凪	凪	jɐu53	jau1		(又)
967	凪	凪	tʃi33	zi2		
968	凭	凭	pɐŋ21	bang4	同憑字	
969	凭	凭	pɐŋ22	bang6	倚靠	
970	凰	凰	hoŋ21	hung4		
971	凱	凯	kʰai33	kaai2		
972	凳	凳	tɐŋ55	dang3		
973	凶	凶	hœŋ53	hoeng1		
974	凸	凸	tɐt2	dat6		
975	凹	凹	map5	maap3	～地，窪地；太公～，地名	(訓)
976	凹	凹	mɐp5	map3		(又)
977	凹	凹	mɐp3	map2		(又)
978	凹	凹	∅au53	aau1	與凸相對	
979	凹	凹	wa53	waa1	同窪字	
980	出	出	tʃʰɐt3	cat2		
981	凼	凼	tɐm24	dam5	水坑	
982	函	函	ham21	haam4		
983	刀	刀	tau53	daau1		
984	刁	刁	tiu53	diu1		
985	刃	刃	ȵɐn22	njan6		
986	分	分	fɐn22	fan6	本分	
987	分	分	fɐn53	fan1	分開	
988	切	切	tʃʰit3	cit2	切開	
989	切	切	tʃʰɐi55	cai3	一切	
990	刈	刈	ŋai22	ngaai6		
991	刉	刉	ke55	ge3	割，又作刏字	(語)
992	刉	刉	ki53	gi1		
993	刊	刊	han33	haan2		
994	刎	刎	mɐn24	man5		
995	刏	刏	ke55	ge3	割，又作刉字	(語)
996	刏	刏	ki53	gi1		
997	刑	刑	heŋ21	hing4		
998	划	划	wa21	waa4		
999	刓	刓	jyn21	jyun4		
1000	刖	刖	ȵyt24	njyut5		
1001	列	列	lyt24	lyut5		(又)
1002	列	列	lit2	lit6		
1003	初	初	tʃʰu53	cu1		
1004	判	判	pʰun55	pun3		
1005	別	别	pit2	bit6		
1006	刨	刨	pau21	baau4		
1007	利	利	li22	li6		
1008	刪	删	ʃan53	saan1		
1009	刮	刮	kʷat3	gwaat2		
1010	到	到	tau55	daau3		
1011	刱	刱	tʃʰaŋ55	caang3		
1012	刳	刳	hu53	hu1		
1013	制	制	tʃi55	zi3		
1014	刷	刷	tʃʰat3	caat2	訓讀擦	(訓)
1015	券	券	hyn55	hyun3		(書)
1016	券	券	kyn55	gyun3		(習)
1017	刺	刺	tʃʰek3	cik2	刺骨，頭刺，肉刺	(白)
1018	刺	刺	tʃʰi55	ci3		
1019	刻	刻	kʰɐk3	kak2		
1020	剁	剁	tiɐk3	diak2	訓讀斲	(訓)
1021	剁	剁	tu55	du3		
1022	剃	剃	tʰɐi55	tai3		
1023	剄	刭	keŋ33	ging2		
1024	剅	剅	lɐu21	lau4		
1025	則	则	tʃɐk3	zak2		
1026	剉	剉	tʃʰo55	co3		
1027	削	削	ɬiɐk3	sliak2		
1028	剋	克	kʰɐk3	kak2	剋扣	
1029	剋	剋	kʰɐi55	kai3	打、罵，捱～，官話借詞	(新)
1030	剌	剌	lɛt2	let6	用刀劃	(語)
1031	剌	剌	lat24	laat5	乖剌，剌謬；<又>割開	
1032	剌	剌	la53	laa1	割開	
1033	前	前	tʃin21	zin4		
1034	剎	刹	ʃat3	saat2		
1035	剒	剒	tʃʰak3	caak2		
1036	剔	剔	tʰek3	tik2		
1037	剕	剕	fi22	fi6		
1038	剖	剖	pʰɐu33	pau2		
1039	剗	刬	tʃʰan33	caan2		
1040	剚	剚	tʃi55	zi3		
1041	剛	刚	kaŋ53	gaang1		
1042	剜	剜	wun33	wun2		
1043	剝	剥	pak3	baak2		
1044	剞	剞	ki53	gi1		
1045	剟	剟	tʃyt3	zyut2		
1046	剡	剡	jim24	jim5	銳利，削尖	
1047	剡	剡	ʃim22	sim6	剡溪	
1048	剨	剨	wiɐk2	wiak6		
1049	剩	剩	ʃeŋ22	sing6		
1050	剪	剪	tʃin33	zin2		
1051	剭	剭	∅œk3	oek2		
1052	剮	剐	kʷa33	gwaa2		
1053	副	副	fu55	fu3		
1054	割	割	kɛt3	get2		(老派)
1055	割	割	kat3	gaat2		
1056	剴	剀	kʰai33	kaai2		
1057	創	创	tʃʰaŋ55	caang3		
1058	剷	铲	tʃʰɛn33	cen2		(白)
1059	剷	铲	tʃʰan33	caan2		
1060	剺	剺	li21	li4		
1061	剽	剽	piu21	biu4		
1062	剿	剿	tʃiu33	ziu2		
1063	劁	劁	tʃiu21	ziu4		
1064	劂	劂	kʰyt3	kyut2		
1065	劃	划	wak2	waak6		
1066	劄	劄	tʃap2	zaap6	馬～，又作紮/閘字，一說本字棧，棧爲簀音轉	(語)
1067	劄	劄	tʃap3	zaap2	劄記；～馬步，又作紮字	
1068	劇	剧	kek2	gik6		
1069	劈	劈	pʰek3	pik2		
1070	劉	刘	lɐu21	lau4		
1071	劊	刽	kʷʰɐi55	kwai3		
1072	劌	刿	kʷɐi55	gwai3		
1073	劍	剑	kim55	gim3		
1074	劏	㓥	tʰaŋ53	taang1	宰殺	
1075	劐	劐	kʰak3	kaak2		(又)
1076	劐	劐	wiɐk2	wiak6		(又)
1077	劐	劐	kʰok3	kuk2		
1078	劑	剂	tʃɐi22	zai6		(又)
1079	劑	剂	tʃɐi55	zai3		
1080	劓	劓	ȵi22	nji6		
1081	劖	劖	tʃam21	zaam4	刺入，與插對轉，又作鑱/攙字	
1082	劘	劘	mɐi53	mai1	削，又作𠜱/㓟字	(語)
1083	劘	劘	mo21	mo4		
1084	劙	劙	li21	li4		(又)
1085	劙	劙	lɐi24	lai5		
1086	力	力	lek24	lik5		
1087	功	功	kœŋ53	goeng1		
1088	加	加	ka53	gaa1		
1089	劣	劣	lyt24	lyut5		
1090	助	助	tʃu22	zu6		(又)
1091	助	助	tʃo22	zo6		
1092	努	努	nu24	nu5		
1093	劫	劫	kip3	gip2		
1094	劬	劬	ky21	gyu4		
1095	劭	劭	ʃiu22	siu6		
1096	劼	劼	kʰyt3	kyut2		(又)
1097	劼	劼	kʰit3	kit2		
1098	劾	劾	hɐt2	hat6		
1099	勁	劲	keŋ55	ging3		
1100	勃	勃	put2	but6		
1101	勇	勇	jœŋ24	joeng5		
1102	勉	勉	min24	min5		
1103	勍	勍	keŋ21	ging4		
1104	勐	勐	miɐŋ24	miang5		(老派)
1105	勐	勐	maŋ24	maang5		
1106	勒	勒	lɐk24	lak5		
1107	勔	勔	min24	min5		
1108	動	动	tœŋ22	doeng6		
1109	勖	勖	jœk3	joek2		
1110	勗	勗	jœk3	joek2		
1111	勘	勘	kʰam53	kaam1		
1112	務	务	fu22	fu6		(老派)
1113	務	务	mu22	mu6		
1114	勛	勋	wɐn53	wan1		
1115	勝	胜	ʃeŋ55	sing3	勝利	
1116	勝	胜	ʃeŋ53	sing1	勝任	
1117	勞	劳	lau21	laau4		
1118	募	募	mu22	mu6		
1119	勠	勠	lœk24	loek5		
1120	勢	势	ʃi55	si3		
1121	勣	𪟝	tʃek3	zik2		
1122	勤	勤	kɐn21	gan4		
1123	勥	犟	kʰiɐŋ53	kiang1	欺負	(語)
1124	勥	犟	kiɐŋ22	giang6	固執，又作犟字	
1125	勦	勦	tʃiu33	ziu2	勦滅	
1126	勦	勦	tʃʰau53	caau1	勦襲	
1127	勩	勚	jɐi22	jai6		(又)
1128	勩	勚	hɛt2	het6	器物磨損	(語)
1129	勩	勚	ji22	ji6		
1130	勰	勰	hip3	hip2		
1131	勱	劢	mai22	maai6		
1132	勳	勋	wɐn53	wan1		
1133	勵	励	lɐi22	lai6		
1134	勸	劝	hyn55	hyun3		
1135	勺	勺	ʃiɐk2	siak6		(又)
1136	勺	勺	tʃiɐk3	ziak2		
1137	勻	匀	wɐn21	wan4		
1138	勼	勼	kʰɐu53	kau1	摻雜、混合	(語)
1139	勼	勼	kɐu53	gau1		
1140	勾	勾	kɐu53	gau1		(文)
1141	勾	勾	ŋɐu53	ngau1		(白)
1142	勿	勿	fɐt24	fat5		(老派)
1143	勿	勿	kʷʰɐt3	kwat2		(又)
1144	勿	勿	mɐt24	mat5		
1145	匁	匁	ȵɐn22	njan6		
1146	匂	匂	wɐn21	wan4		(又)
1147	匂	匂	hœŋ53	hoeng1		
1148	包	包	pau53	baau1		
1149	匆	匆	tʃʰœŋ53	coeng1		
1150	匈	匈	hœŋ53	hoeng1		
1151	匉	匉	pʰɐŋ53	pang1		(又)
1152	匉	匉	pʰeŋ53	ping1		
1153	匋	匋	tau21	daau4		
1154	匍	匍	pu21	bu4		
1155	匏	匏	pau21	baau4		
1156	匐	匐	pɐk2	bak6		(又)
1157	匐	匐	fœk2	foek6		
1158	匕	匕	pi55	bi3		
1159	化	化	wa55	waa3		
1160	北	北	pɐk3	bak2		
1161	匙	匙	tʃi21	zi4	匙羹	
1162	匙	匙	ʃi21	si4	鎖匙	
1163	匜	匜	ji21	ji4		
1164	匝	匝	tʃap3	zaap2		
1165	匠	匠	tʃiɐŋ22	ziang6		
1166	匡	匡	kʷʰaŋ53	kwaang1		
1167	匣	匣	hap2	haap6		
1168	匪	匪	fi33	fi2		
1169	匭	匦	kʷɐi33	gwai2		
1170	匯	汇	wɐi22	wai6		
1171	匱	匮	kʷɐi22	gwai6		
1172	匹	匹	pʰɐt3	pat2		
1173	匼	匼	hap3	haap2		
1174	匾	匾	pin33	bin2		(文)
1175	匾	匾	pɛn33	ben2		(白)
1176	匿	匿	nek24	nik5		
1177	區	区	kʰy53	kyu1	區域	
1178	區	区	∅ɐu53	au1	姓	
1179	十	十	ʃɐp2	sap6		
1180	千	千	tʃʰin53	cin1		
1181	卅	卅	ɬa53	slaa1		
1182	升	升	ʃeŋ53	sing1		
1183	午	午	ŋu24	ngu5		(老派)
1184	午	午	ŋ̍24	ng5		
1185	卉	卉	wɐi33	wai2		
1186	半	半	pun55	bun3		
1187	卌	卌	ɬe55	sle3		
1188	卑	卑	pɐi53	bai1		
1189	卒	卒	tʃɐt3	zat2		
1190	卓	卓	tʃok3	zuk2		(又)
1191	卓	卓	tʃœk3	zoek2		
1192	協	协	hip3	hip2		
1193	南	南	na55	naa3	南無（喃嘸）佬，道士和尚	(語)
1194	南	南	nam21	naam4		
1195	博	博	pok3	buk2		
1196	卜	卜	pʰok3	puk2	占卜	
1197	卞	卞	pin22	bin6		
1198	卟	卟	pap5	baap3	用力甩、糊上	(語)
1199	卟	卟	pɐp5	bap3	耷拉，垂下	(語)
1200	卟	卟	pɐp3	bap2	垂蓋	(語)
1201	卟	卟	pɐp2	bap6	摺疊；捲	(語)
